Target_genes	YAP1|Average	SRX5718139|293	SRX5718140|293	SRX2858139|BEL-7402	SRX2858140|BEL-7402	SRX2858141|BEL-7402	SRX731134|CC-LP-1	SRX731139|CC-LP-1	SRX757325|H2052	SRX757326|H2052	SRX2558410|HBMEC	SRX2558412|HBMEC	SRX2844314|hESC_H1	SRX2844315|hESC_H1	SRX1011294|HuCCT1	SRX1011297|HuCCT1	SRX1038944|IMR-90	SRX1038945|IMR-90	SRX3401274|MCF-7	SRX5287688|MCF-7	SRX5287689|MCF-7	SRX5287705|MCF-7	SRX5287708|MCF-7	SRX4213898|MCF_10A	SRX4213899|MCF_10A	SRX883576|MDA-MB-231	SRX883577|MDA-MB-231	SRX1004562|MSTO-211H	SRX8400470|NCI-H1299	SRX8400471|NCI-H1299	SRX731141|NCI-H69	SRX731142|NCI-H69	SRX530920|OVCAR-5	SRX5887611|PC-9	SRX5887614|PC-9	SRX5887618|PC-9	SRX5887621|PC-9	SRX716555|SF268	SRX716556|SF268	SRX5287694|T-47D	SRX5287695|T-47D	STRING
LIG4	19.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	221	0	0	0	0	0	0	0	0	0	0	0	112	346	0	0	0
ABHD13	19.375000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	221	0	0	0	0	0	0	0	0	0	0	0	112	346	0	0	0
UROS	19.350000	0	104	0	0	0	0	0	222	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	155	0	0	0
POR	19.350000	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	161	189	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0
FAM168A	19.350000	0	0	0	0	0	0	0	365	293	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCCIP	19.350000	0	104	0	0	0	0	0	222	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	155	0	0	0
ACBD4	19.350000	0	191	0	0	0	0	0	137	0	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	175	0	0	0	0
TTC1	19.325000	0	0	0	0	0	0	0	257	253	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0
TOMM6	19.325000	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	197	252	0	0	0
DNAH14	19.325000	0	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	145	70	0	0	0	0	97	0	0
CORO1C	19.325000	0	119	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	158	125	0	0	0
SETDB1	19.300000	0	0	0	0	0	0	0	237	89	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	113	0	0	0
SERPINH1	19.300000	0	127	0	0	0	0	0	132	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	104	0	0	0	78	0	0	0
VEZT	19.275000	0	285	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	105	114	0	0	0
THADA	19.275000	0	0	0	0	0	0	0	214	273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	118	0	0	0
SLTM	19.275000	0	132	0	0	0	0	0	147	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	140	165	0	0	0
GORAB	19.275000	0	0	0	0	0	0	0	138	141	0	0	0	0	0	0	0	103	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	163	121	0	0	0
FGD6	19.275000	0	285	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	105	114	0	0	0
NOX5	19.225000	0	352	0	0	0	0	0	199	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MS4A15	19.225000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	306	0
RAB18	19.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	83	0	0	0	0	199	275	0	0	0
H2AZ1	19.200000	0	195	0	0	0	0	0	212	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	153	0	0	0
ATP6V0E2	19.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	189	0	0	0	0	0	0	0	0	0	0	0	0	146	103	0	79	0	0	0	0	0
ZRANB2	19.175000	0	0	0	0	0	0	0	164	102	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	153	0	0	0
VKORC1	19.175000	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	194	0	145	0	0	0	0	0
N4BP2L2	19.175000	0	115	0	0	0	0	0	171	199	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0
CDYL	19.175000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	123	0	0	0	0	326	252	0	0	0	0	0	0	0
ZZEF1	19.150000	0	179	0	0	0	0	0	109	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	71	0	0	105	97	0	0	0
TMEM41B	19.150000	0	0	0	0	0	0	0	178	425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0
SRP68	19.150000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	206	0	130	0	0	0	0	0
NAA38	19.150000	0	94	0	0	0	0	0	201	208	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	108	0	0	0
IL6ST	19.150000	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	139	0	0	0	0	0	0	0	0	0	0	0	0	293	125	0	0	0
CYB5D2	19.150000	0	179	0	0	0	0	0	109	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	71	0	0	105	97	0	0	0
CYB5D1	19.150000	0	94	0	0	0	0	0	201	208	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	108	0	0	0
CCDC124	19.150000	0	0	0	0	0	0	0	206	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	135	0	0	0	0	0
ATP5F1A	19.150000	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	78	0	0	0
SPDEF	19.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	381	256	0
SKI	19.125000	0	582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0
SECISBP2L	19.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	393	0	0	0
CETN1	19.125000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0
WASHC2C	19.100000	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	326	0	0	0
FIGN	19.100000	0	228	0	0	0	0	0	168	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0
HECW2	19.075000	0	0	0	0	0	0	0	395	368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERICH2	19.075000	0	150	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	131	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	132	0
CUL4A	19.075000	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	166	213	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RAB11FIP3	19.050000	0	0	0	0	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HHIPL2	19.050000	0	256	0	0	0	0	0	228	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKL3	19.050000	0	101	0	0	0	0	0	293	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0
PALB2	19.025000	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	114	0	0	0	182	160	0	0	0
NUP153	19.025000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	136	0	0	0	0	0	0	104	0	0	0	0	224	162	0	0	0
MLF2	19.025000	0	128	0	0	0	0	0	195	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	134	0	0	0	79	0	0	0	0
DCTN5	19.025000	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	114	0	0	0	182	160	0	0	0
ZC3H15	19.000000	0	115	0	0	0	0	0	158	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	203	0	0	0
ELOC	19.000000	0	0	0	0	0	0	0	242	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	116	98	0	0	0
CXCL2	19.000000	0	81	0	0	0	0	0	240	91	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	112	134	0	0	0
SAP30BP	18.975000	0	144	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	162	0	0	0
RECQL5	18.975000	0	144	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	162	0	0	0
INO80	18.975000	0	86	0	0	0	0	0	152	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	112	0	0	0	123	0	0	0	0
H2AX	18.975000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	304	355	0	0	0
MATR3	18.950000	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	0	0	0
JMJD1C	18.950000	0	115	0	0	0	0	0	297	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HOMER3	18.950000	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	267	0	0	0
SLC47A1	18.925000	0	0	0	0	0	0	0	392	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIGV	18.925000	0	143	0	0	0	0	0	319	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCNA	18.925000	0	91	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	90	0	0	0	147	150	0	0	0
MFAP1	18.925000	0	0	0	0	0	0	0	215	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	91	0	0	0	0
DCLRE1B	18.925000	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	151	81	0	0	151	189	0	0	0
APOA5	18.925000	0	0	0	0	0	0	0	388	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AP4B1	18.925000	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	151	81	0	0	151	189	0	0	0
TRAK2	18.900000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	268	231	0	0	0
STRADB	18.900000	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	268	231	0	0	0
ISG20	18.900000	0	223	0	0	0	0	0	278	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0
PPP2R5A	18.875000	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	305	0	0	0	94	97	0	0	0
DNAJC2	18.875000	0	0	0	0	0	0	0	184	159	0	0	0	0	0	0	0	147	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0
METTL7B	18.850000	0	439	0	0	0	0	0	186	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CZIB	18.850000	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	175	141	0	0	0	126	0	0	0
UQCC3	18.825000	0	134	0	0	0	0	0	156	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	96	93	0	0	0
NCSTN	18.825000	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	93	0	0	0	0	0	0	0	0	0	0	0	0	221	166	0	0	0
LBHD1	18.825000	0	134	0	0	0	0	0	156	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	96	93	0	0	0
COPA	18.825000	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	93	0	0	0	0	0	0	0	0	0	0	0	0	221	166	0	0	0
ACER3	18.825000	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	144	123	0
RBM27	18.800000	0	221	0	0	0	0	0	161	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	108	0	0	0
SFR1	18.775000	0	137	0	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	155	81	0	0	0
LRP2BP	18.775000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	210	239	82	0	0	0	0	0	0
CNOT4	18.775000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262	149	0	0	153	187	0	0	0
BRIX1	18.775000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	113	0	0	0	162	302	0	0	0
BOLA1	18.775000	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	226	172	0	0	0
ANKRD37	18.775000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	210	239	82	0	0	0	0	0	0
PGAM1	18.750000	0	273	0	0	0	0	0	128	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0
ABCD3	18.750000	0	242	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	110	0	0	0	0	188	0	0	0
VIT	18.725000	0	0	0	0	0	0	0	221	243	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0
ADAMTSL1	18.725000	0	274	0	0	0	0	0	259	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRMT2	18.700000	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	208	151	0	0	0	89	0	0	0
FAM53C	18.700000	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	111	120	0	0	0	0	0	0	0	0	0	0	0	0	184	248	0	0	0
ARL17B	18.700000	0	212	0	0	0	0	0	123	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	99	111	0	0
ARL17A	18.700000	0	212	0	0	0	0	0	123	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	99	111	0	0
ADGRL1	18.700000	0	135	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	155	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0
ZWILCH	18.650000	0	0	0	0	0	0	0	126	95	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	128	0	158	0	0
UTP25	18.650000	0	0	0	0	0	0	0	165	151	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	161	168	0	0	0
RPL4	18.650000	0	0	0	0	0	0	0	126	95	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	128	0	158	0	0
EDAR	18.650000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	190	104	0	0	0	0	0	0	0	0	0	0	0	0
CST5	18.650000	0	0	0	0	0	0	0	104	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	202	121	0	0	0	0	0	0
BCAT1	18.650000	0	0	0	0	0	0	0	357	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0
GLIPR1L2	18.625000	0	0	0	0	0	0	0	103	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	178	116	0	0	0
UCKL1	18.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	187	0	0	0	0	0	0	123	0	0	0	0	176	0	0	0
PIM1	18.600000	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	132	313	0	0	0
KANK1	18.600000	0	138	0	0	0	0	0	188	145	0	0	0	0	0	0	0	132	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABLIM3	18.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	324	0	100	0	0	0	0	0
ZKSCAN2	18.575000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	268	240	132	0	0
POU5F1	18.575000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	131	0	0	0	0	0	0	0	0	0	0	0	0	215	201	0	102	0	0	0	0	0
NICN1	18.575000	0	120	0	0	0	0	0	167	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	150	127	0	0	0
MTRF1	18.575000	0	0	0	0	0	0	0	180	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	172	0	0	0
MDM2	18.575000	0	0	0	0	0	0	0	215	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	130	0	0	0
EVI5	18.575000	0	243	0	0	0	0	0	163	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	113	0	0	0
SULF1	18.550000	0	115	0	0	0	0	0	345	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CISH	18.550000	0	361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	175	107	0	0	0	0	0	0	0
RAET1L	18.525000	0	340	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	143	0	0	0	0	0	0	0
ATF2	18.525000	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211	159	0	0	130	122	0	0	0
MRPL53	18.500000	0	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	180	0	0	0
KAT7	18.500000	0	0	0	0	0	0	0	207	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	108	127	0	0	0
DUT	18.500000	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	164	181	0	0
SMAD4	18.475000	0	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	182	0
FGFBP2	18.475000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	530	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP1	18.475000	0	0	0	0	0	0	0	427	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA6L	18.450000	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLPP6	18.450000	0	0	0	0	0	0	0	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CMSS1	18.450000	0	118	0	0	0	0	0	144	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	98	0	0	0	0	110	0	0	0
TMEM135	18.425000	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	122	0	0	0	0	0	255	169	0
SP2	18.425000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	474	263	0
RFC3	18.425000	0	0	0	0	0	0	0	162	110	0	0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	134	0	0	0
MTA3	18.425000	0	0	0	0	0	0	0	155	168	0	0	0	0	0	0	128	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
CTSO	18.425000	0	0	0	0	0	0	0	332	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASIC3	18.425000	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	168	0	0	0	0	0	0	0
AASDH	18.425000	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	70	0	0	0	0	257	189	0	0	0
COBL	18.400000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	306	0	0	0	0	0	0	0
PLSCR3	18.375000	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	201	0	0	0	87	0	0	0
NABP1	18.375000	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	118	190	0	0	0
MYO10	18.375000	0	93	0	0	0	0	0	253	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	86	0	0	0	0	0	0	0
RDX	18.350000	0	205	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	157	123	0	0	0
NREP	18.350000	0	156	0	0	0	0	0	226	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLDN22	18.350000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBOX5	18.325000	0	115	0	0	0	0	0	185	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	144	0	0	0
ITIH2	18.325000	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GADD45B	18.325000	0	196	0	0	0	0	0	181	131	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0
FASTKD5	18.325000	0	115	0	0	0	0	0	185	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	144	0	0	0
