Target_genes	FOXO1|Average	SRX1012536|B-Lymphocytes	SRX1012537|B-Lymphocytes	SRX7587157|Chondrocytes	SRX7587158|Chondrocytes	SRX7587159|Chondrocytes	SRX1048948|Endometrial_stromal_cells	SRX3230384|Hep_G2	SRX359830|LoVo	SRX5771936|OCI-LY1	SRX1735651|Pre-leukemia_stem_cells	STRING
CPNE3	16.7	0	0	0	0	0	0	0	0	0	167	0
CPNE5	31.9	114	0	0	0	0	0	0	0	0	205	0
CPNE7	20.8	0	0	0	0	0	0	0	0	0	208	0
CPNE8	22.3	0	0	0	0	0	0	0	0	0	223	0
CPOX	24.6	0	0	0	0	0	0	109	0	0	137	0
CPPED1	17.7	0	0	0	0	0	0	177	0	0	0	0
CPQ	22.3	0	0	0	0	0	0	0	0	0	223	0
CPSF1	71.6	0	0	0	0	0	184	0	0	0	532	0
CPSF3	27.1	0	0	0	0	0	119	0	0	0	152	0
CPSF4	11.3	0	0	0	0	0	0	0	0	0	113	0
CPSF4L	13	0	0	0	0	0	0	130	0	0	0	0
CPSF6	43.4	0	0	0	0	0	0	0	0	0	434	0
CPSF7	186.7	0	0	0	0	0	0	0	0	0	1867	0
CPT1A	29.5	0	0	0	0	0	0	0	0	0	295	0
CPT2	46.2	0	0	0	0	0	0	141	0	0	321	0
CPTP	14.9	0	0	0	0	0	0	0	0	0	149	0
CPVL	47.1	0	0	0	0	0	0	368	0	0	103	0
CPXM1	94.7	0	0	0	0	0	0	0	0	0	947	0
CR1	23.8	0	0	0	0	0	0	0	0	0	238	0
CR2	42.9	0	0	0	0	0	0	0	0	0	429	0
CRACR2A	29.6	0	0	0	0	0	0	0	0	0	296	0
CRACR2B	37.1	0	0	0	0	0	0	0	0	0	371	0
CRADD	50.9	0	0	0	0	0	161	146	0	0	202	0
CRAMP1	26	0	0	0	0	0	0	0	0	0	260	0
CRAT	67.7	0	0	0	0	0	0	0	0	0	677	0
CRB1	15.2	0	0	0	0	0	0	0	0	0	152	0
CRBN	38.3	0	0	0	0	0	180	203	0	0	0	0
CREB3	222.2	0	0	0	0	0	239	1728	0	0	255	0
CREB3L2	12	0	0	0	0	0	0	0	0	0	120	0
CREB3L4	21.7	0	0	0	0	0	0	0	0	0	217	0
CREB5	8.2	0	0	0	0	0	82	0	0	0	0	0
CREBBP	17.7	0	0	0	0	0	0	0	0	0	177	0
CREBL2	87.5	173	81	0	0	0	377	119	0	0	125	0
CREBRF	28.9	0	0	0	0	0	211	0	0	0	78	0
CREBZF	68.7	0	0	0	0	0	0	0	0	0	687	0
CREG1	12.5	0	0	0	0	0	0	0	0	0	125	0
CREG2	32	0	0	0	0	0	0	0	0	0	320	0
CRELD1	20.6	0	0	0	0	0	0	0	0	0	206	0
CRELD2	195.5	0	0	0	0	0	0	0	0	0	1955	0
CREM	106.7	0	0	0	0	0	213	0	0	0	854	0
CRH	56.3	0	0	0	0	0	0	0	0	0	563	0
CRHR1	27.1	0	0	0	0	0	0	0	0	0	271	0
CRHR2	26.8	0	0	0	0	0	0	0	0	0	268	0
CRIP1	19.5	0	0	0	0	0	0	0	0	0	195	0
CRIPT	58.8	0	0	0	0	0	220	66	0	0	302	0
CRK	29.3	0	0	0	0	0	0	293	0	0	0	0
CRKL	56.6	0	0	0	0	0	0	0	0	0	566	0
CRLS1	139.3	0	0	0	0	0	0	331	0	0	1062	0
CRNDE	13.7	0	0	0	0	0	0	0	0	0	137	0
CRNKL1	36.2	0	0	0	0	0	99	0	0	0	263	0
CROCC	23	0	0	0	0	0	0	0	0	0	230	0
CROT	26.1	0	0	0	0	0	0	0	0	0	261	0
CRPPA	85.7	0	0	0	0	0	0	0	0	0	857	0
CRTAP	38.1	0	0	0	0	0	0	0	0	0	381	0
CRTC2	54.2	0	0	0	0	0	542	0	0	0	0	0
CRTC3	29.9	0	0	0	0	0	0	0	0	0	299	0
CRY1	61.2	0	0	0	0	0	0	0	0	0	612	0
CRY2	29.3	0	0	0	0	0	145	0	0	0	148	0
CRYAB	12.7	0	0	0	0	0	127	0	0	0	0	0
CRYBA2	12.8	0	0	0	0	0	0	0	0	0	128	0
CRYBB1	7.5	0	0	0	0	0	0	0	0	0	75	0
CRYBG3	26.3	0	0	0	0	0	0	0	0	0	263	0
CRYL1	25.5	0	0	0	0	0	0	0	0	0	255	0
CRYZ	25.7	0	0	0	0	0	110	0	0	0	147	0
CRYZL1	12.2	0	0	0	0	0	0	0	0	0	122	0
CS	12	0	0	0	0	0	0	0	0	0	120	0
CSAD	75	0	0	0	0	0	117	0	0	0	633	0
CSDE1	25.1	0	0	0	0	0	0	80	0	0	171	0
CSE1L	43.7	0	0	0	0	0	0	0	0	0	437	0
CSF1	11.2	0	0	0	0	0	0	0	0	0	112	0
CSF1R	17.5	0	0	0	0	0	0	0	0	0	175	0
CSF2RB	32	0	0	0	0	0	320	0	0	0	0	0
CSGALNACT1	17.8	0	0	0	0	0	0	0	0	0	178	0
CSK	100.3	129	0	0	0	0	0	0	0	0	874	0
CSKMT	17	0	0	0	0	0	0	0	0	0	170	0
CSNK1D	26.1	0	0	0	0	0	0	0	0	0	261	0
CSNK1G1	11.9	0	0	0	0	0	0	0	0	0	119	0
CSNK1G2	73.4	0	0	0	0	0	246	0	0	0	488	0
CSNK1G3	24.9	0	0	0	0	0	94	0	0	0	155	0
CSNK2A1	24.4	0	0	0	0	0	0	0	0	0	244	0
CSNK2B	35.9	0	0	0	0	0	0	0	0	0	359	0
CSPG5	50	0	0	0	0	0	0	0	0	0	500	0
CSPP1	121.3	0	0	0	0	0	551	170	0	0	492	0
CSRNP1	148.9	226	0	0	0	0	270	0	0	0	993	0
CSRP1	85.3	0	0	0	0	0	546	128	0	0	179	0
CSRP2	9.6	0	0	0	0	0	0	0	0	0	96	0
CST11	21.7	0	0	0	0	0	217	0	0	0	0	0
CST3	54.7	0	0	0	0	0	0	0	0	0	547	0
CST5	35.2	0	0	0	0	0	203	149	0	0	0	0
CST7	111.8	0	0	0	0	0	0	0	0	0	1118	0
CST9	40.3	0	0	0	0	0	0	0	0	0	403	0
CSTB	12.6	0	0	0	0	0	0	0	0	0	126	0
CSTF1	76.4	0	0	0	0	0	330	152	0	0	282	0
CSTF2T	15.6	0	0	0	0	0	0	0	0	0	156	0
CTBP1	58.8	0	0	0	0	0	0	0	0	0	588	0
CTBP2	47.2	0	0	0	0	0	0	0	0	0	472	0
CTBS	91.2	0	0	0	0	0	0	0	0	0	912	0
CTDNEP1	17.8	0	0	0	0	0	0	0	0	0	178	0
CTDP1	145.1	0	0	0	0	0	0	0	0	0	1451	0
CTDSP1	52.8	0	0	0	0	0	0	0	0	0	528	0
CTDSP2	79.4	246	102	0	0	0	287	159	0	0	0	0
CTDSPL2	54.8	0	0	0	0	0	178	0	0	0	370	0
CTF1	11.7	117	0	0	0	0	0	0	0	0	0	0
CTH	94.3	0	0	0	0	0	104	0	0	0	839	0
CTHRC1	16.3	0	0	0	0	0	163	0	0	0	0	0
CTIF	79.8	0	0	0	0	0	0	0	0	0	798	0
CTNNA1	49.2	0	0	0	0	0	197	0	0	0	295	0
CTNNA2	11.7	0	0	0	0	0	0	0	0	0	117	0
CTNNAL1	11	0	0	0	0	0	0	0	0	0	110	0
CTNNB1	88.9	0	0	0	0	0	190	0	0	0	699	0
CTNNBIP1	36.9	0	0	0	0	0	0	0	0	0	369	0
CTNNBL1	22	0	0	0	0	0	0	0	0	0	220	0
CTNS	9	0	0	0	0	0	0	0	0	0	90	0
CTR9	57.7	0	0	0	0	0	0	0	0	0	577	0
CTSA	82.6	0	0	0	0	0	0	211	0	0	615	0
CTSB	14.2	0	0	0	0	0	0	0	0	0	142	0
CTSC	99.9	0	0	0	0	0	118	0	0	0	881	0
CTSF	19.4	0	0	0	0	0	194	0	0	0	0	0
CTSG	18.7	0	0	0	0	0	0	0	0	0	187	0
CTSK	16.3	0	0	0	0	0	163	0	0	0	0	0
CTSL	115.9	0	0	115	0	0	208	0	0	0	836	0
CTSO	29.7	0	0	0	0	0	0	0	0	0	297	0
CTSS	16.6	0	0	0	0	0	166	0	0	0	0	0
CTSW	28.3	0	0	0	0	0	0	0	0	0	283	0
CTTN	182.7	0	0	0	0	0	0	0	0	0	1827	0
CTTNBP2	14.1	0	0	0	0	0	0	0	0	0	141	0
CTU1	121.7	0	0	0	0	0	130	0	0	0	1087	0
CTU2	17.6	0	0	0	0	0	77	0	0	0	99	0
CTXN2	23.9	0	0	0	0	0	0	0	0	0	239	0
CUEDC1	75.9	0	0	0	0	0	0	0	0	0	759	0
CUEDC2	67.6	0	0	0	0	0	184	492	0	0	0	0
CUL1	34.5	0	0	0	0	0	0	0	0	0	345	0
CUL4A	36.9	0	0	0	0	0	117	0	0	0	252	0
CUL4B	28	127	0	0	0	0	153	0	0	0	0	0
CUL5	74.8	0	0	0	0	0	335	0	0	0	413	0
CUL7	6.4	0	0	0	0	0	0	0	0	0	64	0
CUTA	41.9	0	0	0	0	0	0	94	0	0	325	0
CUTC	21.4	0	0	0	0	0	147	67	0	0	0	0
CUX1	61.4	0	0	0	0	0	0	0	0	0	614	0
CWC22	15.6	0	0	0	0	0	156	0	0	0	0	0
CWC25	31.4	0	0	0	0	0	148	166	0	0	0	0
CWC27	11	0	0	0	0	0	110	0	0	0	0	0
CX3CL1	45.6	0	0	0	0	0	0	456	0	0	0	0
CXCL12	11.1	0	0	0	0	0	0	0	0	0	111	0
CXCL16	13.1	0	0	0	0	0	0	0	0	0	131	0
CXCL2	23	0	0	0	0	0	0	0	0	0	230	0
CXCL3	25	0	0	0	0	0	0	0	0	0	250	0
CXCR3	140.2	0	0	0	0	0	0	0	0	0	1402	0
CXCR4	14.4	0	0	0	0	0	0	0	0	0	144	0
CXCR5	12.3	123	0	0	0	0	0	0	0	0	0	0
CXorf58	64.9	0	0	0	0	0	0	0	0	0	649	0
CXXC1	103.5	0	0	0	0	0	121	0	0	0	914	0
CXXC5	48.3	0	0	0	0	0	0	0	0	0	483	0
CYB561	127.4	0	0	0	0	0	0	0	0	0	1274	0
CYB561A3	64.3	202	0	0	0	0	0	103	0	0	338	0
CYB561D1	25.4	0	0	0	0	0	0	126	0	0	128	0
CYB5A	13.5	0	0	0	0	0	0	0	0	0	135	0
CYB5D1	133.5	0	0	0	0	0	0	0	0	0	1335	0
CYB5D2	14.3	0	0	0	0	0	0	0	0	0	143	0
CYB5R1	7.7	0	0	0	0	0	0	0	0	0	77	0
CYB5R3	33.5	0	0	0	0	0	0	0	0	0	335	0
CYB5R4	10.2	0	0	0	0	0	102	0	0	0	0	0
CYBA	55.1	0	0	0	0	0	0	124	0	0	427	0
CYBC1	52.2	245	106	0	0	0	0	0	0	0	171	0
CYBRD1	48.5	0	0	0	0	0	127	0	0	0	358	0
CYC1	127.7	0	0	0	0	0	109	0	0	0	1168	0
CYCS	32	0	0	0	0	0	246	74	0	0	0	0
CYFIP1	10.1	0	0	0	0	0	0	0	0	0	101	0
CYFIP2	77.7	0	0	0	0	0	0	0	0	0	777	0
CYGB	11	0	0	0	0	0	0	0	0	0	110	0
CYHR1	100.9	0	0	0	0	0	0	512	0	0	497	0
CYLD	23.7	0	0	0	0	0	0	0	0	0	237	0
CYP1B1	45.4	0	0	0	0	0	0	0	0	0	454	0
CYP20A1	101.1	0	0	0	0	0	176	0	0	0	835	0
CYP26A1	13.4	0	0	0	0	0	0	0	0	0	134	0
CYP27A1	8.9	0	0	0	0	0	0	89	0	0	0	0
CYP2U1	14.7	0	0	0	0	0	0	0	0	0	147	0
CYP3A43	32.2	0	0	0	0	0	0	322	0	0	0	0
CYP4F22	8.6	0	0	0	0	0	0	0	0	0	86	0
CYP4F3	40.2	0	0	0	0	0	0	245	0	0	157	0
CYP4V2	18.9	0	0	0	0	0	0	0	0	0	189	0
CYP51A1	206.9	0	0	0	0	0	0	0	0	0	2069	0
CYP7A1	14.4	0	0	0	0	0	0	144	0	0	0	0
CYP8B1	9	0	0	0	0	0	0	90	0	0	0	0
CYREN	24.3	0	0	0	0	0	0	0	0	0	243	0
CYRIB	49.8	0	0	0	0	0	0	0	0	0	498	0
CYS1	17.4	0	0	0	0	0	0	0	0	0	174	0
CYSTM1	9.9	0	0	0	0	0	0	0	0	0	99	0
CYTH1	35.7	0	0	0	0	0	0	0	0	0	357	0
CYTH2	16	0	0	0	0	0	160	0	0	0	0	0
CYTL1	15.4	0	0	0	0	0	0	0	0	0	154	0
CZIB	36.4	0	0	0	0	0	118	0	0	0	246	0
D2HGDH	157.8	0	0	0	0	0	0	0	0	0	1578	0
DAAM1	16.2	0	0	0	0	0	0	162	0	0	0	0
DAB2	31.7	0	0	0	0	0	198	0	0	0	119	0
DAG1	128.1	0	0	0	0	0	0	0	0	0	1281	0
DAGLB	18.6	0	0	0	0	0	0	0	0	0	186	0
DALRD3	89.1	0	0	0	0	0	0	138	0	0	753	0
DAP	8.2	0	0	0	0	0	0	0	0	0	82	0
DAP3	119.1	0	0	0	0	0	0	0	0	0	1191	0
DAPK1	45.4	0	0	0	0	0	0	0	0	0	454	0
DAPK2	75.8	0	0	0	0	0	0	0	0	0	758	0
DAPK3	19.1	0	0	0	0	0	0	0	0	0	191	0
DAPP1	22.6	226	0	0	0	0	0	0	0	0	0	0
DARS1	12.2	0	0	0	0	0	0	0	0	0	122	0
DARS2	9.1	0	0	0	0	0	0	0	0	0	91	0
DAXX	36.1	0	0	0	0	0	0	0	0	0	361	0
DAZAP1	77.5	0	0	0	0	0	0	0	0	0	775	0
DAZAP2	11.5	0	0	0	0	0	0	0	0	0	115	0
DBN1	32.3	0	0	0	0	0	0	0	0	0	323	0
DBNDD1	218.5	297	82	0	0	0	0	0	0	0	1806	0
DBNDD2	12	0	0	0	0	0	0	0	0	0	120	0
DBNL	15.3	0	0	0	0	0	0	0	0	0	153	0
DBR1	12.2	0	0	0	0	0	0	0	0	0	122	0
DCAF1	79.4	0	0	0	0	0	0	0	0	0	794	0
DCAF10	35.9	0	0	0	0	0	84	0	0	0	275	0
DCAF11	133.6	92	0	0	0	0	167	286	0	0	791	0
DCAF12	22.6	0	0	0	0	0	0	0	0	0	226	0
DCAF13	17.3	0	0	0	0	0	70	0	0	0	103	0
DCAF17	95.9	0	0	0	0	0	75	144	0	0	740	0
DCAF5	44.7	0	0	0	0	0	0	0	0	0	447	0
DCAF6	12.3	0	0	0	0	0	0	0	0	0	123	0
DCAKD	145.3	0	0	0	0	0	0	0	0	0	1453	0
DCBLD1	23.5	0	0	0	0	0	0	0	0	0	235	0
DCBLD2	12	0	0	0	0	0	0	0	0	0	120	0
DCDC1	16.8	0	0	0	0	0	168	0	0	0	0	0
DCDC2C	23.5	0	0	0	0	0	0	0	0	0	235	0
DCHS1	16.7	0	0	0	0	0	0	0	0	0	167	0
DCK	37.3	0	0	0	0	0	0	0	0	0	373	0
DCLRE1B	52.1	0	0	0	0	0	0	0	0	0	521	0
DCP1A	33.6	0	0	0	0	0	336	0	0	0	0	0
DCP1B	147.4	0	0	0	0	0	136	0	0	0	1338	0
DCPS	10.6	0	0	0	0	0	0	0	0	0	106	0
DCTD	59.7	0	0	0	0	0	0	0	0	0	597	0
DCTN5	32.9	0	0	0	0	0	149	0	0	0	180	0
DCTPP1	39.8	0	0	0	0	0	0	0	0	0	398	0
DCUN1D2	40.2	0	0	0	0	0	0	0	0	0	402	0
DCUN1D3	31.5	0	0	0	0	0	0	0	0	0	315	0
DCUN1D4	31.4	0	0	0	0	0	0	0	0	0	314	0
DCXR	33.3	0	0	0	0	0	0	0	0	0	333	0
DDA1	39.6	0	0	0	0	0	0	0	0	0	396	0
DDAH1	130.5	0	0	0	0	0	193	0	0	0	1112	0
DDAH2	62.4	0	0	0	0	0	0	0	0	0	624	0
DDB1	194.3	0	0	0	0	0	0	750	0	0	1193	0
DDHD1	148.4	0	0	0	0	0	0	0	0	0	1484	0
DDHD2	86.1	0	0	0	0	0	0	0	0	0	861	0
DDI2	15.8	0	0	0	0	0	0	0	0	0	158	0
DDIAS	70.9	0	0	0	0	0	0	0	0	0	709	0
DDIT4	36.1	0	0	0	0	0	193	0	0	0	168	0
DDOST	22.2	0	0	0	0	0	95	0	0	0	127	0
DDR1	15.1	0	0	0	0	0	151	0	0	0	0	0
DDT	31	0	0	0	0	0	146	0	0	0	164	0
DDTL	15.3	0	0	0	0	0	0	0	0	0	153	0
DDX1	29.9	0	0	0	0	0	122	0	0	0	177	0
DDX10	13.4	0	0	0	0	0	134	0	0	0	0	0
DDX11	21.8	0	0	0	0	0	0	0	0	0	218	0
DDX17	14	140	0	0	0	0	0	0	0	0	0	0
DDX18	75	0	0	0	0	0	255	495	0	0	0	0
DDX19A	8.1	0	0	0	0	0	81	0	0	0	0	0
DDX19B	157.6	0	0	0	0	0	0	0	0	0	1576	0
DDX20	21.1	0	0	0	0	0	74	0	0	0	137	0
DDX23	41.2	0	0	0	0	0	198	0	0	0	214	0
DDX24	85.5	0	0	0	0	0	0	0	0	0	855	0
DDX27	9.3	0	0	0	0	0	0	93	0	0	0	0
DDX28	9	0	0	0	0	0	0	0	0	0	90	0
DDX31	25.3	0	0	0	0	0	0	0	0	0	253	0
DDX39B	11.2	0	0	0	0	0	0	112	0	0	0	0
DDX3X	50	0	0	0	0	0	0	0	0	0	500	0
DDX41	38.4	0	0	0	0	0	0	304	0	0	80	0
DDX42	238.8	0	0	0	0	0	170	0	0	0	2218	0
DDX46	103.4	0	0	0	0	0	265	651	0	0	118	0
DDX5	32.4	0	0	0	0	0	108	0	0	0	216	0
DDX50	26	0	0	0	0	0	0	0	0	0	260	0
DDX51	17	0	0	0	0	0	170	0	0	0	0	0
DDX54	45.1	0	0	0	0	0	0	0	0	0	451	0
DDX59	37.4	0	0	0	0	0	0	0	0	0	374	0
DDX6	70.9	0	0	0	0	0	0	0	0	0	709	0
DDX60L	12.9	0	0	0	0	0	0	0	0	0	129	0
DEAF1	164.4	0	0	0	0	0	0	0	0	0	1644	0
DECR2	46.7	0	0	0	0	0	0	0	0	0	467	0
DEDD	11.3	0	0	0	0	0	0	0	0	0	113	0
DEF6	18.2	0	0	0	0	0	0	0	0	0	182	0
DEF8	70.9	153	0	0	0	0	0	0	0	0	556	0
DEGS1	102.2	252	130	0	0	0	0	0	0	0	640	0
DEK	116.5	0	0	0	0	0	0	0	0	0	1165	0
DELE1	73.6	0	0	0	0	0	0	0	0	0	736	0
DENND10	17.2	0	0	0	0	0	0	0	0	0	172	0
DENND11	49.2	0	0	0	0	0	0	0	0	0	492	0
DENND1A	28.3	0	0	0	0	0	0	0	0	0	283	0
DENND1B	52.4	0	0	0	0	0	0	0	0	0	524	0
DENND2A	15.4	0	0	0	0	0	154	0	0	0	0	0
DENND2D	170.5	131	0	0	0	0	0	0	0	0	1574	0
DENND3	133.4	0	0	0	0	0	0	0	0	0	1334	0
DENND4A	41.5	0	0	0	0	0	148	0	0	0	267	0
DENND4B	153.4	185	0	0	0	0	0	0	0	0	1349	0
DENND4C	103.3	0	0	0	0	0	0	0	0	0	1033	0
DENND5A	96.7	0	0	0	0	0	0	0	0	0	967	0
DENND5B	39.4	0	0	0	0	0	0	0	0	0	394	0
DENND6A	122.9	0	0	0	0	0	118	0	0	0	1111	0
DENND6B	56.1	0	0	0	0	0	0	0	0	0	561	0
DENR	20.1	0	0	0	0	0	74	0	0	0	127	0
DEPDC1	15.2	0	0	0	0	0	0	0	0	0	152	0
DEPDC1B	18.1	0	0	0	0	0	0	0	0	0	181	0
DEPDC5	28.2	0	0	0	0	0	0	182	0	0	100	0
DEPDC7	30.9	0	0	0	0	0	0	0	0	0	309	0
DEPP1	72.2	0	0	0	0	70	240	412	0	0	0	0
DERL1	25.4	0	0	0	0	0	154	0	0	0	100	0
DERL3	94.3	0	0	0	0	0	0	0	0	0	943	0
DERPC	17.6	0	0	0	0	0	0	0	0	0	176	0
DESI2	25.1	0	0	0	0	0	0	0	0	0	251	0
DET1	78.9	0	0	0	0	0	0	789	0	0	0	0
DFFA	11	0	0	0	0	0	110	0	0	0	0	0
DFFB	54.9	0	0	0	0	0	0	77	0	0	472	0
DGAT1	76.1	0	0	0	0	0	118	0	0	0	643	0
DGAT2	31	0	0	0	0	0	0	0	0	0	310	0
DGCR6	9.6	0	0	0	0	0	0	0	0	0	96	0
DGCR6L	17.7	0	0	0	0	0	0	0	0	0	177	0
DGCR8	149.8	0	0	0	0	0	0	0	0	0	1498	0
DGKD	13.2	132	0	0	0	0	0	0	0	0	0	0
DGKE	59.4	0	0	0	0	0	0	0	0	0	594	0
DGKG	23.4	0	0	0	0	0	0	0	0	0	234	0
DGKH	32.3	0	0	0	0	0	0	0	0	0	323	0
DGKQ	18.8	0	0	0	0	0	0	0	0	0	188	0
DGKZ	88.4	0	0	0	0	0	0	0	0	0	884	0
DGLUCY	132.6	0	0	0	0	0	171	0	0	0	1155	0
DHCR24	53.1	0	0	0	0	0	0	0	0	0	531	0
DHDDS	29.6	0	0	0	0	0	165	131	0	0	0	0
DHFR2	29.5	0	0	0	0	0	0	0	0	0	295	0
DHODH	12.8	0	0	0	0	0	0	0	0	0	128	0
DHRS1	9	0	0	0	0	0	0	90	0	0	0	0
DHRS11	17.6	0	0	0	0	0	0	0	0	0	176	0
DHRS12	48.6	0	0	0	0	0	0	0	0	0	486	0
DHRS13	85.5	0	0	0	0	0	0	0	0	0	855	0
DHRS3	95.8	0	0	0	0	0	210	169	0	0	579	0
DHRS4	158.9	0	0	0	0	0	0	580	0	0	1009	0
DHRS4L2	61.3	0	0	0	0	0	0	0	0	0	613	0
DHRS7	61.4	0	0	0	0	0	0	0	0	0	614	0
DHRS9	57.3	158	0	0	0	0	415	0	0	0	0	0
DHRSX	73.3	0	0	0	0	0	0	0	0	0	733	0
DHTKD1	107.5	0	0	0	0	0	105	0	0	0	970	0
DHX15	16.8	0	0	0	0	0	168	0	0	0	0	0
DHX16	9.3	0	0	0	0	0	93	0	0	0	0	0
DHX30	7.4	0	0	0	0	0	0	0	0	0	74	0
DHX33	12.9	0	0	0	0	0	0	129	0	0	0	0
DHX34	40.4	0	0	0	0	0	0	0	0	0	404	0
DHX36	58.9	0	0	0	0	0	152	0	0	0	437	0
DHX38	70.2	0	0	0	0	0	93	609	0	0	0	0
DHX40	65.3	138	119	0	0	0	273	123	0	0	0	0
DHX57	21.2	0	0	0	0	0	71	0	0	0	141	0
DHX8	170.3	101	0	0	0	0	266	1336	0	0	0	0
DHX9	126.6	0	0	0	0	0	0	0	0	0	1266	0
DIAPH1	213.2	0	0	0	0	0	83	0	0	0	2049	0
DIAPH3	12.7	0	0	0	0	0	0	0	0	0	127	0
DIDO1	154	0	0	0	0	0	111	561	0	0	868	0
DIMT1	27.8	0	0	0	0	0	0	0	0	0	278	0
DIP2A	19.7	0	0	0	0	0	0	0	0	0	197	0
DIP2B	24.6	0	0	0	0	0	0	0	0	0	246	0
DIPK1A	18	0	0	0	0	0	0	0	0	0	180	0
DIPK1B	10.4	0	0	0	0	0	0	0	0	0	104	0
DIPK2A	30.4	0	0	0	0	0	0	109	0	0	195	0
DIS3	80.2	0	0	0	0	0	102	0	0	0	700	0
DIS3L	122.8	0	0	0	0	0	0	0	0	0	1228	0
DIS3L2	8.3	0	0	0	0	0	0	0	0	0	83	0
DISC1	10.5	0	0	0	0	0	0	0	0	0	105	0
DISP2	70.8	0	0	0	0	0	0	0	0	0	708	0
DIXDC1	10.2	0	0	0	0	0	0	0	0	0	102	0
DKC1	123.4	0	0	0	0	0	0	0	0	0	1234	0
DKK3	8.1	0	0	0	0	0	0	0	0	0	81	0
DKKL1	23.9	0	0	0	0	0	0	0	0	0	239	0
DLAT	32.8	0	0	0	0	0	0	0	0	0	328	0
DLC1	155.1	0	0	0	0	0	197	713	0	0	641	0
DLD	42.2	0	0	0	0	0	0	0	0	0	422	0
DLEC1	10.9	0	0	0	0	0	0	0	0	0	109	0
DLG1	50	0	0	0	0	0	0	0	0	0	500	0
DLG4	9.2	0	0	0	0	0	0	0	0	0	92	0
DLGAP1	7.9	0	0	0	0	0	0	0	0	0	79	0
DLGAP2	9.1	0	0	0	0	0	0	0	0	0	91	0
DLGAP3	14.5	0	0	0	0	0	0	0	0	0	145	0
DLGAP4	13.6	0	0	0	0	0	0	0	0	0	136	0
DLL3	9.5	0	0	0	0	0	0	0	0	0	95	0
DLX2	103	0	0	0	0	0	0	0	0	0	1030	0
DLX4	68.8	0	0	0	0	0	0	0	0	0	688	0
DLX6	19.4	0	0	0	0	0	0	0	0	0	194	0
DMAC2L	69.7	0	0	0	0	0	0	0	0	0	697	0
DMAP1	95.5	0	0	0	0	0	263	0	0	0	692	0
DMD	20.4	0	0	0	0	0	0	0	0	0	204	0
DMRTA1	45.9	0	0	0	0	0	0	0	0	0	459	0
DMTF1	114.1	0	0	0	0	0	0	0	0	0	1141	0
DMTN	93	0	0	0	0	0	0	0	0	0	930	0
DMWD	65.8	0	0	0	0	0	67	0	0	0	591	0
DMXL1	29	0	0	0	0	0	0	0	0	0	290	0
DMXL2	82.9	0	0	0	0	0	0	0	0	0	829	0
DNAAF2	110.9	0	0	0	0	0	0	0	0	0	1109	0
DNAAF3	22.9	0	0	0	0	0	112	0	0	0	117	0
DNAH14	61.5	0	0	0	0	0	0	0	0	0	615	0
DNAH2	23.5	0	0	0	0	0	0	0	0	0	235	0
DNAH7	94.2	0	0	0	0	0	0	0	0	0	942	0
DNAI1	80.5	0	0	0	0	0	0	0	0	0	805	0
DNAJA1	11.1	0	0	0	0	0	0	0	0	0	111	0
DNAJA3	25.1	0	0	0	0	0	0	0	0	0	251	0
DNAJB12	25.1	0	0	0	0	0	124	0	0	0	127	0
DNAJB14	78.1	0	0	0	0	0	0	0	0	0	781	0
DNAJB2	268.9	291	0	0	0	0	295	0	0	0	2103	0
DNAJB6	23.3	0	0	0	0	0	0	0	0	0	233	0
DNAJB8	23.4	0	0	0	0	0	0	0	0	0	234	0
DNAJB9	21.1	0	0	0	0	0	115	0	0	0	96	0
DNAJC1	63.2	0	0	0	0	0	0	0	0	0	632	0
DNAJC10	124.2	0	0	0	0	0	0	0	0	0	1242	0
DNAJC11	9.8	0	0	0	0	0	98	0	0	0	0	0
DNAJC12	27.7	0	0	0	0	0	101	176	0	0	0	0
DNAJC13	14.3	0	0	0	0	0	0	0	0	0	143	0
DNAJC16	91.6	0	0	0	0	0	0	916	0	0	0	0
DNAJC18	33.5	0	0	0	0	0	0	0	0	0	335	0
DNAJC19	26	0	0	0	0	0	0	0	0	0	260	0
DNAJC2	10.8	0	0	0	0	0	108	0	0	0	0	0
DNAJC21	91.4	0	0	0	0	0	0	0	0	0	914	0
DNAJC24	16.8	0	0	0	0	0	168	0	0	0	0	0
DNAJC25	57.9	0	0	0	0	0	98	0	0	0	481	0
DNAJC25-GNG10	57.9	0	0	0	0	0	98	0	0	0	481	0
DNAJC27	10.3	0	0	0	0	0	0	0	0	0	103	0
DNAJC28	11.3	0	0	0	0	0	0	0	0	0	113	0
DNAJC3	47.4	0	0	0	0	0	0	0	0	0	474	0
DNAJC4	14.1	0	0	0	0	0	0	0	0	0	141	0
DNAJC5	75.6	0	0	0	0	0	0	0	0	0	756	0
DNAJC7	250.1	0	0	0	0	0	203	1602	0	0	696	0
DNAJC9	13.1	0	0	0	0	0	0	0	0	0	131	0
DNAL4	18.8	0	0	0	0	0	0	0	0	0	188	0
DNER	27.4	0	0	0	0	0	0	0	0	0	274	0
DNM1	44.9	0	0	0	0	0	0	0	0	0	449	0
DNM1L	31.5	0	0	0	0	0	0	0	0	0	315	0
DNM2	27.9	0	0	0	0	0	0	0	0	0	279	0
DNM3	103.2	0	0	0	0	0	0	0	0	0	1032	0
DNMBP	47.7	0	0	0	0	0	0	0	0	0	477	0
DNMT1	17.5	0	0	0	0	0	0	0	0	0	175	0
